step,nmr,nmr_front,nmr_wrist,nmr_overhead,coverage_green_blue,coverage_green_blue_front,coverage_green_blue_wrist,coverage_green_blue_overhead
142,0.15080051124095917,0.5609074831008911,0.0,0.44141146540641785,0.8491994738578796,0.4390924870967865,1.0,0.5585885643959045
143,0.18308642506599426,0.5989786982536316,0.0,0.38582277297973633,0.8169135451316833,0.4010213315486908,1.0,0.6141772270202637
144,0.21563808619976044,0.6256211996078491,0.0,0.3993479907512665,0.7843618988990784,0.3743788003921509,1.0,0.6006519794464111
145,0.23570051789283752,0.603064775466919,0.0,0.39346590638160706,0.7642994523048401,0.39693525433540344,1.0,0.6065340638160706
146,0.2533714175224304,0.5906100869178772,0.0,0.37966740131378174,0.7466285824775696,0.4093898832798004,1.0,0.6203325986862183
147,0.264199823141098,0.5835127234458923,0.0,0.37028372287750244,0.7358001470565796,0.41648730635643005,1.0,0.6297162771224976
148,0.2717730700969696,0.579177975654602,0.0,0.3708403706550598,0.7282269597053528,0.42082202434539795,1.0,0.6291596293449402
149,0.27775195240974426,0.5783156752586365,0.0,0.3690016567707062,0.7222480773925781,0.42168429493904114,1.0,0.6309983730316162
150,0.27941274642944336,0.5727728009223938,0.0,0.3623383641242981,0.7205872535705566,0.4272272288799286,1.0,0.6376616358757019
151,0.22746296226978302,0.46411752700805664,0.0,0.34103021025657654,0.7725370526313782,0.5358824729919434,1.0,0.6589698195457458
152,0.25051483511924744,0.4352100193500519,0.0,0.41107693314552307,0.7494851350784302,0.5647900104522705,1.0,0.5889230966567993
153,0.2557629644870758,0.42319536209106445,0.0,0.39976757764816284,0.7442370057106018,0.5768046379089355,1.0,0.6002324223518372
154,0.2520427703857422,0.41446924209594727,0.0,0.390911728143692,0.7479572296142578,0.5855307579040527,1.0,0.6090882420539856
155,0.2503155469894409,0.407809853553772,0.0,0.39491182565689087,0.7496844530105591,0.592190146446228,1.0,0.6050881743431091
156,0.25071415305137634,0.4031047523021698,0.0,0.4021088480949402,0.749285876750946,0.5968952775001526,1.0,0.5978911519050598
157,0.2527735233306885,0.401650607585907,0.0,0.41264045238494873,0.7472264766693115,0.598349392414093,1.0,0.5873595476150513
158,0.2545672059059143,0.39830800890922546,0.0,0.41987884044647217,0.7454327940940857,0.6016919612884521,1.0,0.5801211595535278
159,0.25450077652931213,0.3969214856624603,0.0,0.42059144377708435,0.7454992532730103,0.6030785441398621,1.0,0.5794085264205933
160,0.258088082075119,0.3984036147594452,0.0,0.4277254343032837,0.7419118881225586,0.6015964150428772,1.0,0.5722745656967163
161,0.2594831585884094,0.4125395119190216,0.0,0.4284535050392151,0.7405168414115906,0.587460458278656,1.0,0.5715464949607849
162,0.2600146234035492,0.4264023005962372,0.0,0.42845118045806885,0.7399854063987732,0.5735977292060852,1.0,0.5715488195419312
163,0.26393410563468933,0.44413867592811584,0.0,0.4404086172580719,0.7360659241676331,0.5558612942695618,1.0,0.5595913529396057
164,0.26439911127090454,0.46377086639404297,0.0,0.4450565278530121,0.7356008887290955,0.536229133605957,1.0,0.5549434423446655
165,0.2646648585796356,0.48871129751205444,0.0,0.4486581087112427,0.7353351712226868,0.5112887024879456,1.0,0.5513418912887573
166,0.25330498814582825,0.5146543979644775,0.0,0.4208705723285675,0.7466949820518494,0.4853455722332001,1.0,0.5791294574737549
167,0.23729489743709564,0.5710943341255188,0.0,0.399129182100296,0.7627050876617432,0.4289056360721588,1.0,0.6008708477020264
168,0.2155052125453949,0.6675814986228943,0.0,0.38780999183654785,0.7844947576522827,0.3324185311794281,1.0,0.6121900081634521
169,0.18122632801532745,0.5954049825668335,0.0,0.3704046905040741,0.8187736868858337,0.4045950174331665,1.0,0.6295952796936035
170,0.16986647248268127,0.5109951496124268,0.0,0.3786717653274536,0.8301335573196411,0.48900485038757324,1.0,0.6213282346725464
